"COUNTRY","Country","AGE","Age","INTENSITY","Intensity","SEX","Sex","ISC11_LEVEL","Level of education","ORIENTATION","Category of education","INDICATOR","Indicator ","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IND","India","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"IND","India","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"IDN","Indonesia","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,89.3,,
"IDN","Indonesia","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,89.3,,
"IDN","Indonesia","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,89.3,,
"ISR","Israel","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,97.8,,
"ISR","Israel","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,97.6,,
"ISR","Israel","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,97.9,,
"LVA","Latvia","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,97.7,,
"LVA","Latvia","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,98,,
"LVA","Latvia","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,97.4,,
"RUS","Russia","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,93.5,,
"RUS","Russia","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,93.8,,
"RUS","Russia","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,93.2,,
"SAU","Saudi Arabia","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"SAU","Saudi Arabia","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,86.3,,
"SAU","Saudi Arabia","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,92.3,,
"SVN","Slovenia","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,97,,
"SVN","Slovenia","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,96.9,,
"SVN","Slovenia","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,97.1,,
"ZAF","South Africa","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"x","Data included in another category"
"ZAF","South Africa","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"x","Data included in another category"
"ZAF","South Africa","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"x","Data included in another category"
"AUS","Australia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,86.8,,
"AUS","Australia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,87.9,,
"AUS","Australia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,85.6,,
"AUT","Austria","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,79.6,,
"AUT","Austria","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,81.5,,
"AUT","Austria","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,77.9,,
"BEL","Belgium","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,92.4,,
"BEL","Belgium","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,94.4,,
"BEL","Belgium","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,90.5,,
"CZE","Czech Republic","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,90.4,,
"CZE","Czech Republic","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,91.2,"x","Data included in another category"
"CZE","Czech Republic","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,89.7,"x","Data included in another category"
"DNK","Denmark","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,87,,
"DNK","Denmark","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,86.9,,
"DNK","Denmark","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,87.1,,
"FIN","Finland","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,86,,
"FIN","Finland","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,86.4,,
"FIN","Finland","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,85.6,,
"FRA","France","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,85.1,,
"FRA","France","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,86.4,,
"FRA","France","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,83.9,,
"DEU","Germany","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,89.7,,
"DEU","Germany","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,88.9,,
"DEU","Germany","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,90.5,,
"GRC","Greece","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,83.3,,
"GRC","Greece","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,84.2,,
"GRC","Greece","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,82.4,,
"HUN","Hungary","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,86.4,,
"HUN","Hungary","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,87.2,,
"HUN","Hungary","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,85.7,,
"ISL","Iceland","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"ISL","Iceland","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"ISL","Iceland","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,94.8,,
"IRL","Ireland","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,97.2,,
"IRL","Ireland","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,92.5,,
"ITA","Italy","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,77.4,,
"ITA","Italy","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,76.7,,
"ITA","Italy","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,77.2,,
"JPN","Japan","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,94.1,,
"JPN","Japan","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,58.7,,
"JPN","Japan","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,57.6,,
"KOR","Korea","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,87.2,,
"KOR","Korea","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"KOR","Korea","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"LUX","Luxembourg","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,76.3,,
"LUX","Luxembourg","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,77.3,,
"LUX","Luxembourg","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,75.3,,
"MEX","Mexico","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,55.6,,
"MEX","Mexico","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,55.6,,
"MEX","Mexico","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,55.6,,
"NLD","Netherlands","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,92.1,,
"NLD","Netherlands","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,93,,
"NLD","Netherlands","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,91.3,,
"NZL","New Zealand","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,82.2,,
"NZL","New Zealand","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,84.9,,
"NZL","New Zealand","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,79.6,,
"NOR","Norway","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,87,,
"NOR","Norway","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,87.1,,
"NOR","Norway","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,86.9,,
"POL","Poland","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,89.3,,
"POL","Poland","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,89.7,"w","Includes data from another category"
"POL","Poland","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,88.9,"w","Includes data from another category"
"PRT","Portugal","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,89.2,,
"PRT","Portugal","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,90.2,,
"PRT","Portugal","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,88.2,,
"SVK","Slovak Republic","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,84.7,,
"SVK","Slovak Republic","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,85.5,,
"SVK","Slovak Republic","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,83.9,,
"ESP","Spain","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,87.2,,
"ESP","Spain","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,88.5,,
"ESP","Spain","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,85.9,,
"SWE","Sweden","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,85.3,,
"SWE","Sweden","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,85,,
"SWE","Sweden","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,85.7,,
"CHE","Switzerland","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,85.5,,
"CHE","Switzerland","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,84.5,,
"CHE","Switzerland","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,86.4,,
"TUR","Turkey","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,72.2,,
"TUR","Turkey","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,72.2,,
"TUR","Turkey","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,72.2,,
"GBR","United Kingdom","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,84.6,,
"GBR","United Kingdom","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,86.2,,
"GBR","United Kingdom","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,83.1,,
"USA","United States","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,81.6,,
"USA","United States","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,83.5,,
"USA","United States","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,79.7,,
"BRA","Brazil","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,69.3,,
"BRA","Brazil","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,70.2,,
"BRA","Brazil","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,68.4,,
"CHL","Chile","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,79.6,,
"CHL","Chile","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,80.8,,
"CHL","Chile","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,78.4,,
"CHN","China (People's Republic of)","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"CHN","China (People's Republic of)","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,64.6,,
